"","origin_fips_code","origin_state","origin_county_name","avg_distance","county","county_ascii","county_full","state_name","lat","lng","population","legal_status"
"944","20113","KS","Mcpherson County (KS)",56.285667,"McPherson","McPherson","McPherson County","Kansas",38.3917,-97.648,30059,"Legal"
"945","20115","KS","Marion County (KS)",52.075878,"Marion","Marion","Marion County","Kansas",38.3589,-97.0969,11877,"Legal"
"946","20117","KS","Marshall County (KS)",99.678294,"Marshall","Marshall","Marshall County","Kansas",39.7836,-96.5229,9995,"Legal"
"947","20119","KS","Meade County (KS)",178.82628,"Meade","Meade","Meade County","Kansas",37.2382,-100.3662,4089,"Legal"
"948","20121","KS","Miami County (KS)",35.679756,"Miami","Miami","Miami County","Kansas",38.5635,-94.8381,33968,"Legal"
"949","20123","KS","Mitchell County (KS)",155.62552,"Mitchell","Mitchell","Mitchell County","Kansas",39.3933,-98.2094,5884,"Legal"
"950","20125","KS","Montgomery County (KS)",103.52623875,"Montgomery","Montgomery","Montgomery County","Kansas",37.1925,-95.7429,31679,"Legal"
"951","20127","KS","Morris County (KS)",104.35619,"Morris","Morris","Morris County","Kansas",38.6874,-96.6499,5377,"Legal"
"952","20129","KS","Morton County (KS)",266.99014,"Morton","Morton","Morton County","Kansas",37.1914,-101.7992,2744,"Legal"
"953","20131","KS","Nemaha County (KS)",108.87852,"Nemaha","Nemaha","Nemaha County","Kansas",39.7834,-96.0141,10197,"Legal"
"954","20133","KS","Neosho County (KS)",116.08705,"Neosho","Neosho","Neosho County","Kansas",37.5585,-95.3068,15926,"Legal"
"955","20135","KS","Ness County (KS)",183.97496,"Ness","Ness","Ness County","Kansas",38.4794,-99.9162,2717,"Legal"
"956","20137","KS","Norton County (KS)",255.066243333333,"Norton","Norton","Norton County","Kansas",39.7844,-99.9035,5457,"Legal"
"957","20139","KS","Osage County (KS)",70.316231,"Osage","Osage","Osage County","Kansas",38.6523,-95.7269,15811,"Legal"
"958","20141","KS","Osborne County (KS)",186.38153,"Osborne","Osborne","Osborne County","Kansas",39.3503,-98.7679,3512,"Legal"
"959","20143","KS","Ottawa County (KS)",108.84995,"Ottawa","Ottawa","Ottawa County","Kansas",39.1325,-97.6502,5778,"Legal"
"960","20145","KS","Pawnee County (KS)",143.59888,"Pawnee","Pawnee","Pawnee County","Kansas",38.1813,-99.2367,6356,"Legal"
"961","20147","KS","Phillips County (KS)",224.498516666667,"Phillips","Phillips","Phillips County","Kansas",39.7846,-99.347,5022,"Legal"
"962","20149","KS","Pottawatomie County (KS)",112.97895,"Pottawatomie","Pottawatomie","Pottawatomie County","Kansas",39.379,-96.3424,25082,"Legal"
"963","20151","KS","Pratt County (KS)",80.398598,"Pratt","Pratt","Pratt County","Kansas",37.6477,-98.7396,9266,"Legal"
"964","20153","KS","Rawlins County (KS)",227.861373333333,"Rawlins","Rawlins","Rawlins County","Kansas",39.7852,-101.0765,2531,"Legal"
"965","20155","KS","Reno County (KS)",52.686062,"Reno","Reno","Reno County","Kansas",37.953,-98.086,62071,"Legal"
"966","20157","KS","Republic County (KS)",136.630823333333,"Republic","Republic","Republic County","Kansas",39.8278,-97.6506,4707,"Legal"
"967","20159","KS","Rice County (KS)",79.820724,"Rice","Rice","Rice County","Kansas",38.3472,-98.201,9464,"Legal"
"968","20161","KS","Riley County (KS)",127.263655,"Riley","Riley","Riley County","Kansas",39.2966,-96.7352,72602,"Legal"
"969","20163","KS","Rooks County (KS)",210.93501,"Rooks","Rooks","Rooks County","Kansas",39.3502,-99.325,4975,"Legal"
"970","20165","KS","Rush County (KS)",157.06834,"Rush","Rush","Rush County","Kansas",38.5231,-99.3092,2883,"Legal"
"971","20167","KS","Russell County (KS)",155.17255,"Russell","Russell","Russell County","Kansas",38.9148,-98.7624,6747,"Legal"
"972","20169","KS","Saline County (KS)",85.676521,"Saline","Saline","Saline County","Kansas",38.7838,-97.65,54378,"Legal"
"973","20171","KS","Scott County (KS)",249.34818,"Scott","Scott","Scott County","Kansas",38.4822,-100.9069,5163,"Legal"
"974","20173","KS","Sedgwick County (KS)",4.4570956,"Sedgwick","Sedgwick","Sedgwick County","Kansas",37.6848,-97.461,520467,"Legal"
"975","20175","KS","Seward County (KS)",213.19618,"Seward","Seward","Seward County","Kansas",37.1933,-100.8513,22223,"Legal"
"976","20177","KS","Shawnee County (KS)",66.68338,"Shawnee","Shawnee","Shawnee County","Kansas",39.0415,-95.7565,179053,"Legal"
"977","20179","KS","Sheridan County (KS)",252.5352,"Sheridan","Sheridan","Sheridan County","Kansas",39.3503,-100.4418,2459,"Legal"
"978","20181","KS","Sherman County (KS)",184.42484,"Sherman","Sherman","Sherman County","Kansas",39.3514,-101.72,5965,"Legal"
"979","20183","KS","Smith County (KS)",198.572843333333,"Smith","Smith","Smith County","Kansas",39.7852,-98.7855,3588,"Legal"
"980","20185","KS","Stafford County (KS)",96.52877,"Stafford","Stafford","Stafford County","Kansas",38.031,-98.7174,4106,"Legal"
"981","20187","KS","Stanton County (KS)",242.83186,"Stanton","Stanton","Stanton County","Kansas",37.563,-101.7842,2088,"Legal"
"982","20189","KS","Stevens County (KS)",236.61752,"Stevens","Stevens","Stevens County","Kansas",37.1923,-101.3121,5320,"Legal"
"983","20191","KS","Sumner County (KS)",33.148289,"Sumner","Sumner","Sumner County","Kansas",37.2373,-97.4765,22603,"Legal"
"984","20193","KS","Thomas County (KS)",221.34671,"Thomas","Thomas","Thomas County","Kansas",39.3509,-101.0556,7902,"Legal"
"985","20195","KS","Trego County (KS)",213.95302,"Trego","Trego","Trego County","Kansas",38.9143,-99.8728,2825,"Legal"
"986","20197","KS","Wabaunsee County (KS)",100.383446,"Wabaunsee","Wabaunsee","Wabaunsee County","Kansas",38.9533,-96.205,6881,"Legal"
"987","20199","KS","Wallace County (KS)",180.91098,"Wallace","Wallace","Wallace County","Kansas",38.9167,-101.7636,1529,"Legal"
"988","20201","KS","Washington County (KS)",114.922392666667,"Washington","Washington","Washington County","Kansas",39.7842,-97.0875,5531,"Legal"
"989","20203","KS","Wichita County (KS)",236.97357,"Wichita","Wichita","Wichita County","Kansas",38.4821,-101.3474,2150,"Legal"
"990","20205","KS","Wilson County (KS)",90.118088,"Wilson","Wilson","Wilson County","Kansas",37.5593,-95.7434,8713,"Legal"
"991","20207","KS","Woodson County (KS)",89.890045,"Woodson","Woodson","Woodson County","Kansas",37.8867,-95.7401,3162,"Legal"
"992","20209","KS","Wyandotte County (KS)",12.26928455,"Wyandotte","Wyandotte","Wyandotte County","Kansas",39.1146,-94.7646,168333,"Legal"
"993","21001","KY","Adair County (KY)",140.975504166667,"Adair","Adair","Adair County","Kentucky",37.1042,-85.2806,18832,"Illegal"
"994","21003","KY","Allen County (KY)",108.711994666667,"Allen","Allen","Allen County","Kentucky",36.7513,-86.1904,20604,"Illegal"
"995","21005","KY","Anderson County (KY)",77.8616429166667,"Anderson","Anderson","Anderson County","Kentucky",38.0039,-84.991,23646,"Illegal"
"996","21007","KY","Ballard County (KY)",149.656107,"Ballard","Ballard","Ballard County","Kentucky",37.0585,-88.9995,7814,"Illegal"
"997","21009","KY","Barren County (KY)",115.957390666667,"Barren","Barren","Barren County","Kentucky",36.9656,-85.9337,44277,"Illegal"
"998","21011","KY","Bath County (KY)",122.378124166667,"Bath","Bath","Bath County","Kentucky",38.145,-83.7427,12680,"Illegal"
"999","21013","KY","Bell County (KY)",88.752622,"Bell","Bell","Bell County","Kentucky",36.7306,-83.6741,24674,"Illegal"
"1000","21015","KY","Boone County (KY)",17.927801,"Boone","Boone","Boone County","Kentucky",38.9699,-84.7278,134599,"Illegal"
"1001","21017","KY","Bourbon County (KY)",87.057831,"Bourbon","Bourbon","Bourbon County","Kentucky",38.2067,-84.2171,20281,"Illegal"
"1002","21019","KY","Boyd County (KY)",88.570044,"Boyd","Boyd","Boyd County","Kentucky",38.3596,-82.6878,48447,"Illegal"
"1003","21021","KY","Boyle County (KY)",106.068482083333,"Boyle","Boyle","Boyle County","Kentucky",37.6244,-84.8668,30469,"Illegal"
"1004","21023","KY","Bracken County (KY)",42.527267,"Bracken","Bracken","Bracken County","Kentucky",38.6888,-84.0901,8394,"Illegal"
"1005","21025","KY","Breathitt County (KY)",159.49936,"Breathitt","Breathitt","Breathitt County","Kentucky",37.5216,-83.3241,13652,"Illegal"
"1006","21027","KY","Breckinridge County (KY)",87.6664644166667,"Breckinridge","Breckinridge","Breckinridge County","Kentucky",37.7734,-86.4293,20345,"Illegal"
"1007","21029","KY","Bullitt County (KY)",58.1249784166667,"Bullitt","Bullitt","Bullitt County","Kentucky",37.9701,-85.6958,81729,"Illegal"
"1008","21031","KY","Butler County (KY)",117.854648166667,"Butler","Butler","Butler County","Kentucky",37.2073,-86.6816,12413,"Illegal"
"1009","21033","KY","Caldwell County (KY)",132.74208,"Caldwell","Caldwell","Caldwell County","Kentucky",37.1454,-87.8679,12641,"Illegal"
"1010","21035","KY","Calloway County (KY)",154.039363333333,"Calloway","Calloway","Calloway County","Kentucky",36.621,-88.2723,37291,"Illegal"
"1011","21037","KY","Campbell County (KY)",10.01961,"Campbell","Campbell","Campbell County","Kentucky",38.9465,-84.3795,93023,"Illegal"
"1012","21039","KY","Carlisle County (KY)",157.247093,"Carlisle","Carlisle","Carlisle County","Kentucky",36.8532,-88.971,4821,"Illegal"
"1013","21041","KY","Carroll County (KY)",52.0817790833333,"Carroll","Carroll","Carroll County","Kentucky",38.6678,-85.1236,10808,"Illegal"
"1014","21043","KY","Carter County (KY)",104.786799333333,"Carter","Carter","Carter County","Kentucky",38.3182,-83.0495,26820,"Illegal"
"1015","21045","KY","Casey County (KY)",133.931379166667,"Casey","Casey","Casey County","Kentucky",37.3223,-84.9283,15863,"Illegal"
"1016","21047","KY","Christian County (KY)",106.270628,"Christian","Christian","Christian County","Kentucky",36.8942,-87.4904,72377,"Illegal"
"1017","21049","KY","Clark County (KY)",97.045443,"Clark","Clark","Clark County","Kentucky",37.9708,-84.1474,36716,"Illegal"
"1018","21051","KY","Clay County (KY)",134.03308,"Clay","Clay","Clay County","Kentucky",37.1597,-83.7146,20484,"Illegal"
"1019","21053","KY","Clinton County (KY)",148.057636666667,"Clinton","Clinton","Clinton County","Kentucky",36.7274,-85.1362,9372,"Illegal"
"1020","21055","KY","Crittenden County (KY)",132.792203833333,"Crittenden","Crittenden","Crittenden County","Kentucky",37.3527,-88.0972,8997,"Illegal"
"1021","21057","KY","Cumberland County (KY)",147.057223333333,"Cumberland","Cumberland","Cumberland County","Kentucky",36.7866,-85.3885,6023,"Illegal"
"1022","21059","KY","Daviess County (KY)",118.175686666667,"Daviess","Daviess","Daviess County","Kentucky",37.7318,-87.0873,102488,"Illegal"
"1023","21061","KY","Edmonson County (KY)",126.924749666667,"Edmonson","Edmonson","Edmonson County","Kentucky",37.2088,-86.2384,12165,"Illegal"
"1024","21063","KY","Elliott County (KY)",107.833174666667,"Elliott","Elliott","Elliott County","Kentucky",38.1179,-83.0976,7414,"Illegal"
"1025","21065","KY","Estill County (KY)",121.46036,"Estill","Estill","Estill County","Kentucky",37.6924,-83.9643,14157,"Illegal"
"1026","21067","KY","Fayette County (KY)",83.9359608333333,"Fayette","Fayette","Fayette County","Kentucky",38.0423,-84.4587,321354,"Illegal"
"1027","21069","KY","Fleming County (KY)",78.771225,"Fleming","Fleming","Fleming County","Kentucky",38.3701,-83.6967,14996,"Illegal"
"1028","21071","KY","Floyd County (KY)",133.0096275,"Floyd","Floyd","Floyd County","Kentucky",37.5571,-82.7457,36127,"Illegal"
"1029","21073","KY","Franklin County (KY)",68.9857174166667,"Franklin","Franklin","Franklin County","Kentucky",38.2392,-84.877,51319,"Illegal"
"1030","21075","KY","Fulton County (KY)",132.543962,"Fulton","Fulton","Fulton County","Kentucky",36.554,-89.1873,6507,"Illegal"
"1031","21077","KY","Gallatin County (KY)",40.196503,"Gallatin","Gallatin","Gallatin County","Kentucky",38.7569,-84.8593,8694,"Illegal"
"1032","21079","KY","Garrard County (KY)",110.390785,"Garrard","Garrard","Garrard County","Kentucky",37.6396,-84.5377,17018,"Illegal"
"1033","21081","KY","Grant County (KY)",36.92374,"Grant","Grant","Grant County","Kentucky",38.6488,-84.6246,24918,"Illegal"
"1034","21083","KY","Graves County (KY)",145.7165175,"Graves","Graves","Graves County","Kentucky",36.7231,-88.6512,36796,"Illegal"
"1035","21085","KY","Grayson County (KY)",113.4679185,"Grayson","Grayson","Grayson County","Kentucky",37.4608,-86.3439,26351,"Illegal"
"1036","21087","KY","Green County (KY)",118.701936666667,"Green","Green","Green County","Kentucky",37.264,-85.5531,11141,"Illegal"
"1037","21089","KY","Greenup County (KY)",91.0739626666667,"Greenup","Greenup","Greenup County","Kentucky",38.5457,-82.9223,35996,"Illegal"
"1038","21091","KY","Hancock County (KY)",92.756633,"Hancock","Hancock","Hancock County","Kentucky",37.8415,-86.7779,9050,"Illegal"
"1039","21093","KY","Hardin County (KY)",86.666419,"Hardin","Hardin","Hardin County","Kentucky",37.6979,-85.9634,110134,"Illegal"
"1040","21095","KY","Harlan County (KY)",88.8567023333333,"Harlan","Harlan","Harlan County","Kentucky",36.8569,-83.218,26921,"Illegal"
"1041","21097","KY","Harrison County (KY)",56.908279,"Harrison","Harrison","Harrison County","Kentucky",38.4418,-84.3314,18690,"Illegal"
"1042","21099","KY","Hart County (KY)",109.3560485,"Hart","Hart","Hart County","Kentucky",37.2999,-85.8847,19194,"Illegal"
"1043","21101","KY","Henderson County (KY)",124.3960825,"Henderson","Henderson","Henderson County","Kentucky",37.7958,-87.573,45102,"Illegal"
"1044","21103","KY","Henry County (KY)",53.4409269166667,"Henry","Henry","Henry County","Kentucky",38.4485,-85.1189,15691,"Illegal"
"1045","21105","KY","Hickman County (KY)",142.263036166667,"Hickman","Hickman","Hickman County","Kentucky",36.6781,-88.9762,4529,"Illegal"
"1046","21107","KY","Hopkins County (KY)",126.155953333333,"Hopkins","Hopkins","Hopkins County","Kentucky",37.3088,-87.5408,45432,"Illegal"
"1047","21109","KY","Jackson County (KY)",135.173709166667,"Jackson","Jackson","Jackson County","Kentucky",37.4198,-84.0058,13029,"Illegal"
"1048","21111","KY","Jefferson County (KY)",45.8896608333333,"Jefferson","Jefferson","Jefferson County","Kentucky",38.1872,-85.6591,780449,"Illegal"
"1049","21113","KY","Jessamine County (KY)",89.0712318333333,"Jessamine","Jessamine","Jessamine County","Kentucky",37.8721,-84.5809,53016,"Illegal"
"1050","21115","KY","Johnson County (KY)",123.976339166667,"Johnson","Johnson","Johnson County","Kentucky",37.8466,-82.8315,22794,"Illegal"
"1051","21117","KY","Kenton County (KY)",10.415424,"Kenton","Kenton","Kenton County","Kentucky",38.9334,-84.5333,168264,"Illegal"
"1052","21119","KY","Knott County (KY)",119.99175,"Knott","Knott","Knott County","Kentucky",37.354,-82.9541,14506,"Illegal"
"1053","21121","KY","Knox County (KY)",117.418025,"Knox","Knox","Knox County","Kentucky",36.8906,-83.854,30367,"Illegal"
"1054","21123","KY","Larue County (KY)",95.4628086666667,"Larue","Larue","Larue County","Kentucky",37.5458,-85.6979,14768,"Illegal"
"1055","21125","KY","Laurel County (KY)",128.685351166667,"Laurel","Laurel","Laurel County","Kentucky",37.1107,-84.1178,62090,"Illegal"
"1056","21127","KY","Lawrence County (KY)",111.450790666667,"Lawrence","Lawrence","Lawrence County","Kentucky",38.0679,-82.7348,16274,"Illegal"
"1057","21129","KY","Lee County (KY)",146.96641,"Lee","Lee","Lee County","Kentucky",37.5948,-83.7162,7263,"Illegal"
"1058","21131","KY","Leslie County (KY)",112.793783333333,"Leslie","Leslie","Leslie County","Kentucky",37.0941,-83.3811,10622,"Illegal"
"1059","21133","KY","Letcher County (KY)",96.8831633333333,"Letcher","Letcher","Letcher County","Kentucky",37.1212,-82.8553,21784,"Illegal"
"1060","21135","KY","Lewis County (KY)",92.2351,"Lewis","Lewis","Lewis County","Kentucky",38.5315,-83.3781,13103,"Illegal"
"1061","21137","KY","Lincoln County (KY)",123.837205,"Lincoln","Lincoln","Lincoln County","Kentucky",37.4554,-84.6608,24314,"Illegal"
"1062","21139","KY","Livingston County (KY)",134.280800833333,"Livingston","Livingston","Livingston County","Kentucky",37.2096,-88.3537,8989,"Illegal"
"1063","21141","KY","Logan County (KY)",103.935825333333,"Logan","Logan","Logan County","Kentucky",36.8597,-86.8789,27319,"Illegal"
"1064","21143","KY","Lyon County (KY)",121.971228333333,"Lyon","Lyon","Lyon County","Kentucky",37.0191,-88.0832,8700,"Illegal"
"1065","21145","KY","Mccracken County (KY)",132.019420833333,"McCracken","McCracken","McCracken County","Kentucky",37.054,-88.7128,67394,"Illegal"
"1066","21147","KY","Mccreary County (KY)",142.250917833333,"McCreary","McCreary","McCreary County","Kentucky",36.7371,-84.4842,17044,"Illegal"
"1067","21149","KY","Mclean County (KY)",145.978523333333,"McLean","McLean","McLean County","Kentucky",37.5292,-87.2636,9182,"Illegal"
"1068","21151","KY","Madison County (KY)",112.151594166667,"Madison","Madison","Madison County","Kentucky",37.7202,-84.278,92194,"Illegal"
"1069","21153","KY","Magoffin County (KY)",136.994324166667,"Magoffin","Magoffin","Magoffin County","Kentucky",37.7065,-83.0649,11818,"Illegal"
"1070","21155","KY","Marion County (KY)",102.624682583333,"Marion","Marion","Marion County","Kentucky",37.5525,-85.2696,19556,"Illegal"
"1071","21157","KY","Marshall County (KY)",132.2745965,"Marshall","Marshall","Marshall County","Kentucky",36.8835,-88.3294,31662,"Illegal"
"1072","21159","KY","Martin County (KY)",119.169212333333,"Martin","Martin","Martin County","Kentucky",37.8016,-82.5132,11394,"Illegal"
"1073","21161","KY","Mason County (KY)",60.67379,"Mason","Mason","Mason County","Kentucky",38.5952,-83.8242,17103,"Illegal"
"1074","21163","KY","Meade County (KY)",71.9761184166667,"Meade","Meade","Meade County","Kentucky",37.9697,-86.217,29735,"Illegal"
"1075","21165","KY","Menifee County (KY)",135.234914166667,"Menifee","Menifee","Menifee County","Kentucky",37.9414,-83.5989,6149,"Illegal"
"1076","21167","KY","Mercer County (KY)",94.2015273333333,"Mercer","Mercer","Mercer County","Kentucky",37.811,-84.8745,22470,"Illegal"
"1077","21169","KY","Metcalfe County (KY)",132.509475333333,"Metcalfe","Metcalfe","Metcalfe County","Kentucky",36.9905,-85.6292,10275,"Illegal"
"1078","21171","KY","Monroe County (KY)",126.09817,"Monroe","Monroe","Monroe County","Kentucky",36.7122,-85.7165,11269,"Illegal"
"1079","21173","KY","Montgomery County (KY)",113.11151,"Montgomery","Montgomery","Montgomery County","Kentucky",38.0335,-83.9131,28084,"Illegal"
"1080","21175","KY","Morgan County (KY)",122.395213333333,"Morgan","Morgan","Morgan County","Kentucky",37.9223,-83.2589,13772,"Illegal"
"1081","21177","KY","Muhlenberg County (KY)",129.301755,"Muhlenberg","Muhlenberg","Muhlenberg County","Kentucky",37.2158,-87.142,31011,"Illegal"
"1082","21179","KY","Nelson County (KY)",80.1675523333333,"Nelson","Nelson","Nelson County","Kentucky",37.8052,-85.466,46440,"Illegal"
"1083","21181","KY","Nicholas County (KY)",86.744041,"Nicholas","Nicholas","Nicholas County","Kentucky",38.3356,-84.0153,7517,"Illegal"
"1084","21183","KY","Ohio County (KY)",123.836639166667,"Ohio","Ohio","Ohio County","Kentucky",37.4782,-86.8489,23861,"Illegal"
"1085","21185","KY","Oldham County (KY)",46.8965429166667,"Oldham","Oldham","Oldham County","Kentucky",38.3994,-85.4483,67586,"Illegal"
"1086","21187","KY","Owen County (KY)",54.513515,"Owen","Owen","Owen County","Kentucky",38.5197,-84.8281,11160,"Illegal"
"1087","21189","KY","Owsley County (KY)",153.475578333333,"Owsley","Owsley","Owsley County","Kentucky",37.4192,-83.6831,4094,"Illegal"
"1088","21191","KY","Pendleton County (KY)",33.346508,"Pendleton","Pendleton","Pendleton County","Kentucky",38.6956,-84.3603,14625,"Illegal"
"1089","21193","KY","Perry County (KY)",128.83406,"Perry","Perry","Perry County","Kentucky",37.2443,-83.2215,28421,"Illegal"
"1090","21195","KY","Pike County (KY)",110.207684166667,"Pike","Pike","Pike County","Kentucky",37.4691,-82.3958,58914,"Illegal"
"1091","21197","KY","Powell County (KY)",120.463678333333,"Powell","Powell","Powell County","Kentucky",37.8311,-83.8237,13050,"Illegal"
"1092","21199","KY","Pulaski County (KY)",154.0108875,"Pulaski","Pulaski","Pulaski County","Kentucky",37.1039,-84.5773,64717,"Illegal"
"1093","21201","KY","Robertson County (KY)",58.65744,"Robertson","Robertson","Robertson County","Kentucky",38.5188,-84.052,2196,"Illegal"
"1094","21203","KY","Rockcastle County (KY)",128.383368333333,"Rockcastle","Rockcastle","Rockcastle County","Kentucky",37.3651,-84.316,16167,"Illegal"
"1095","21205","KY","Rowan County (KY)",103.24082,"Rowan","Rowan","Rowan County","Kentucky",38.1963,-83.4211,24654,"Illegal"
"1096","21207","KY","Russell County (KY)",160.6730775,"Russell","Russell","Russell County","Kentucky",36.9911,-85.0587,17909,"Illegal"
"1097","21209","KY","Scott County (KY)",70.305046,"Scott","Scott","Scott County","Kentucky",38.2915,-84.5839,56267,"Illegal"
"1098","21211","KY","Shelby County (KY)",56.9744575833333,"Shelby","Shelby","Shelby County","Kentucky",38.2155,-85.1948,47523,"Illegal"
"1099","21213","KY","Simpson County (KY)",102.659633333333,"Simpson","Simpson","Simpson County","Kentucky",36.742,-86.5822,19324,"Illegal"
"1100","21215","KY","Spencer County (KY)",66.2972021666667,"Spencer","Spencer","Spencer County","Kentucky",38.0325,-85.3278,19256,"Illegal"
"1101","21217","KY","Taylor County (KY)",120.578477333333,"Taylor","Taylor","Taylor County","Kentucky",37.3665,-85.3279,25948,"Illegal"
"1102","21219","KY","Todd County (KY)",109.39095,"Todd","Todd","Todd County","Kentucky",36.8357,-87.1792,12206,"Illegal"
"1103","21221","KY","Trigg County (KY)",116.666170333333,"Trigg","Trigg","Trigg County","Kentucky",36.8064,-87.8733,14067,"Illegal"
"1104","21223","KY","Trimble County (KY)",58.04093775,"Trimble","Trimble","Trimble County","Kentucky",38.613,-85.3375,8502,"Illegal"
"1105","21225","KY","Union County (KY)",138.2182195,"Union","Union","Union County","Kentucky",37.6584,-87.9454,13786,"Illegal"
"1106","21227","KY","Warren County (KY)",109.650061333333,"Warren","Warren","Warren County","Kentucky",36.9936,-86.4238,133216,"Illegal"
"1107","21229","KY","Washington County (KY)",92.9052973333333,"Washington","Washington","Washington County","Kentucky",37.7534,-85.1748,11957,"Illegal"
"1108","21231","KY","Wayne County (KY)",149.354438333333,"Wayne","Wayne","Wayne County","Kentucky",36.8013,-84.8286,19743,"Illegal"
"1109","21233","KY","Webster County (KY)",129.835610166667,"Webster","Webster","Webster County","Kentucky",37.5184,-87.6832,12994,"Illegal"
"1110","21235","KY","Whitley County (KY)",129.379423833333,"Whitley","Whitley","Whitley County","Kentucky",36.7581,-84.1452,36578,"Illegal"
"1111","21237","KY","Wolfe County (KY)",142.700064166667,"Wolfe","Wolfe","Wolfe County","Kentucky",37.7393,-83.4932,6666,"Illegal"
"1112","21239","KY","Woodford County (KY)",74.7824880833333,"Woodford","Woodford","Woodford County","Kentucky",38.0424,-84.7436,26758,"Illegal"
"1113","22001","LA","Acadia Parish (LA)",258.374016333333,"Acadia","Acadia","Acadia Parish","Louisiana",30.2906,-92.412,58200,"Illegal"
"1114","22003","LA","Allen Parish (LA)",320.852375833333,"Allen","Allen","Allen Parish","Louisiana",30.653,-92.828,23085,"Illegal"
"1115","22005","LA","Ascension Parish (LA)",188.437393916667,"Ascension","Ascension","Ascension Parish","Louisiana",30.2036,-90.9113,125289,"Illegal"
"1116","22007","LA","Assumption Parish (LA)",220.967361083333,"Assumption","Assumption","Assumption Parish","Louisiana",29.9024,-91.0608,21366,"Illegal"
"1117","22009","LA","Avoyelles Parish (LA)",260.99303425,"Avoyelles","Avoyelles","Avoyelles Parish","Louisiana",31.0763,-92.0015,39880,"Illegal"
"1118","22011","LA","Beauregard Parish (LA)",327.8802325,"Beauregard","Beauregard","Beauregard Parish","Louisiana",30.6486,-93.3432,36417,"Illegal"
"1119","22013","LA","Bienville Parish (LA)",239.59606875,"Bienville","Bienville","Bienville Parish","Louisiana",32.3473,-93.0561,13130,"Illegal"
"1120","22015","LA","Bossier Parish (LA)",211.3898134,"Bossier","Bossier","Bossier Parish","Louisiana",32.6784,-93.6049,128508,"Illegal"
"1121","22017","LA","Caddo Parish (LA)",207.968699316667,"Caddo","Caddo","Caddo Parish","Louisiana",32.5806,-93.8823,239775,"Illegal"
"1122","22019","LA","Calcasieu Parish (LA)",312.072913333333,"Calcasieu","Calcasieu","Calcasieu Parish","Louisiana",30.2293,-93.3581,212646,"Illegal"
"1123","22021","LA","Caldwell Parish (LA)",270.438351666667,"Caldwell","Caldwell","Caldwell Parish","Louisiana",32.0925,-92.1166,9707,"Illegal"
"1124","22023","LA","Cameron Parish (LA)",336.430764166667,"Cameron","Cameron","Cameron Parish","Louisiana",29.8754,-93.1937,5650,"Illegal"
"1125","22025","LA","Catahoula Parish (LA)",263.153540833333,"Catahoula","Catahoula","Catahoula Parish","Louisiana",31.6662,-91.847,9117,"Illegal"
"1126","22027","LA","Claiborne Parish (LA)",225.137650166667,"Claiborne","Claiborne","Claiborne Parish","Louisiana",32.8227,-92.9958,14456,"Illegal"
"1127","22029","LA","Concordia Parish (LA)",241.357195833333,"Concordia","Concordia","Concordia Parish","Louisiana",31.4459,-91.6401,18989,"Illegal"
"1128","22031","LA","De Soto Parish (LA)",236.78296275,"De Soto","De Soto","De Soto Parish","Louisiana",32.0554,-93.7373,26803,"Illegal"
"1129","22033","LA","East Baton Rouge Parish (LA)",178.153123608333,"East Baton Rouge","East Baton Rouge","East Baton Rouge Parish","Louisiana",30.5383,-91.0956,455447,"Illegal"
"1130","22035","LA","East Carroll Parish (LA)",216.168303166667,"East Carroll","East Carroll","East Carroll Parish","Louisiana",32.7325,-91.235,7502,"Illegal"
"1131","22037","LA","East Feliciana Parish (LA)",201.702522083333,"East Feliciana","East Feliciana","East Feliciana Parish","Louisiana",30.8451,-91.0455,19588,"Illegal"
"1132","22039","LA","Evangeline Parish (LA)",267.683086,"Evangeline","Evangeline","Evangeline Parish","Louisiana",30.7289,-92.406,32538,"Illegal"
"1133","22041","LA","Franklin Parish (LA)",240.537609166667,"Franklin","Franklin","Franklin Parish","Louisiana",32.1333,-91.6738,19964,"Illegal"
"1134","22043","LA","Grant Parish (LA)",277.200623333333,"Grant","Grant","Grant Parish","Louisiana",31.5997,-92.5595,22236,"Illegal"
"1135","22045","LA","Iberia Parish (LA)",258.220270583333,"Iberia","Iberia","Iberia Parish","Louisiana",29.8965,-91.7301,70518,"Illegal"
"1136","22047","LA","Iberville Parish (LA)",196.69603125,"Iberville","Iberville","Iberville Parish","Louisiana",30.2586,-91.3495,30651,"Illegal"
"1137","22049","LA","Jackson Parish (LA)",252.500863,"Jackson","Jackson","Jackson Parish","Louisiana",32.302,-92.5578,15214,"Illegal"
"1138","22051","LA","Jefferson Parish (LA)",169.112584258333,"Jefferson","Jefferson","Jefferson Parish","Louisiana",29.7872,-90.1274,439402,"Illegal"
"1139","22053","LA","Jefferson Davis Parish (LA)",278.142465,"Jefferson Davis","Jefferson Davis","Jefferson Davis Parish","Louisiana",30.2677,-92.8141,32270,"Illegal"
"1140","22055","LA","Lafayette Parish (LA)",240.411824916667,"Lafayette","Lafayette","Lafayette Parish","Louisiana",30.2068,-92.0639,241173,"Illegal"
"1141","22057","LA","Lafourche Parish (LA)",205.824338583333,"Lafourche","Lafourche","Lafourche Parish","Louisiana",29.5661,-90.4256,97677,"Illegal"
"1142","22059","LA","La Salle Parish (LA)",286.328724166667,"LaSalle","LaSalle","LaSalle Parish","Louisiana",31.6769,-92.1604,14770,"Illegal"
